Customer ID,Nationality,SAS Nationality,Name,Family Name,EducationLevel,Gender,BirthDate,Marital Status,No Of Dependents,Mobile Contact,Home Contact,Email Address,Residential Type,Residential Address 1,Residential Address 2,PostalCode
882,SG,SG,KATE,LAM,Diploma,F,3/1/1967,Married,2,96384584,62151154,Katelam882@Gmail.Com,HDB4,Blk 11 Holland Drive,#19-317,271011
883,SG,SG,WAYNE,KWOK,Below Secondary,M,22/5/1988,Married,2,96384501,62489688,Waynekwok883@Gmail.Com,HDB4,200 Lim Chu Kang Lane 3,#09-364,718804
884,SG,SG,KATHERINE,XU,Post Secondary,F,5/1/1964,Single,0,96381518,62548410,Katherinexu884@Gmail.Com,HDB4,Blk 44 Sims Drive,#06-529,380044
885,SG,SG,KIMBERLY,LU,University,F,7/4/1980,Single,0,96381299,62154144,Kimberlylu885@Gmail.Com,HDB5,91 Paya Lebar Way,#04-3017,370091
886,SG,SG,LUCAS,WEN,Secondary,M,20/4/1962,Single,0,96380956,62194100,Lucaswen886@Gmail.Com,HDB4,411 Choa Chu Kang Avenue 3,#12-357,680411
887,SG,SG,CHONG WEI,PONG,Secondary,M,27/8/1974,Single,0,96377836,62881450,ChongWeipong887@Gmail.Com,HDB5,902 Jurong West Street 91,#09-103,640902
888,SG,SG,SHAO WEI,XU,University,M,28/2/1955,Married,1,96377248,62951444,ShaoWeixu888@Gmail.Com,HDB4,4 Teck Whye Avenue,#19-325,680004
889,SG,SG,LAURA,XU,Post Secondary,F,21/2/1959,Married,0,96375324,65249023,Lauraxu889@Gmail.Com,HDB4,5 Joo Koon Crescent,#13-633,629009
890,SG,SG,LINSEY,ANG,Diploma,F,23/4/1979,Married,1,96375211,64174245,Linseyang890@Gmail.Com,HDB5,611 Old Choa Chu Kang Road,#20-148,698930
891,SG,SG,BING WEI,LIU,Secondary,M,16/1/1954,Divorced,0,96375115,62454047,BingWeiliu891@Gmail.Com,EC,120  Serangoon Avenue 3,#12-06,554774
892,SG,SG,MAGGIE,ANG,Below Secondary,F,14/8/1935,Widowed,0,96374578,62548959,Maggieang892@Gmail.Com,HDB4,108 Gangsa Road,#08-173,670108
893,MY,PR,ARYANI,HAPPI,Below Secondary,F,8/5/1973,Single,0,96373879,62963637,Aryanihappi893@Gmail.Com,PC,14 Woodleigh Close,#07-170 Bl,357909
894,SG,SG,MARGARET,LEE,Below Secondary,F,21/4/1944,Widowed,2,96372859,62474874,Margaretlee894@Gmail.Com,HDB4,973 Hougang Street 91,#09-210,530973
895,SG,SG,WEI LOONG,LEONG,Below Secondary,M,5/3/1969,Single,0,96371068,62151014,WeiLoongleong895@Gmail.Com,HDB5,350 Hougang Avenue 7,#03-663,530350
896,CN,PR,CHENTING,JIAN,Below Secondary,F,17/9/1974,Single,0,96369986,62894840,Chentingjian896@Gmail.Com,EC,52 Choa Chu Kang North 6,#10-22,689575
897,SG,SG,QI EN,PAN,Below Secondary,F,17/11/1989,Married,1,96360144,62935578,QiEnpan897@Gmail.Com,HDB5,Blk 9 Gloucester Road,#13-317,210009
898,SG,SG,WEI TING,CHIA,Below Secondary,F,11/4/1981,Single,0,96351967,62330991,WeiTingchia898@Gmail.Com,HDB4,196B Punngol Field,#07-505,822196
899,SG,SG,PIPER,NEO,Below Secondary,M,25/8/1983,Single,0,96351405,62147871,Piperneo899@Gmail.Com,HDB4,170 Boon Lay Drive,#08-695,640170
900,HK,PR,JIA LE,XU,Below Secondary,M,29/9/1974,Single,0,96343359,62334781,JiaLexu900@Gmail.Com,HDB5,689B Choa Chu Kang Drive,#15-302,682689
901,IN,PR,LAKSHIN,KARAN,Secondary,M,21/11/1978,Single,0,96338261,62345999,Lakshinkaran901@Gmail.Com,HDB5,249 Kim Keat Link,#09-81,310249
902,SG,SG,RACHEL,LEO,Diploma,F,9/10/1974,Single,0,96336298,62145951,Rachelleo902@Gmail.Com,HDB3,154 Jalan Teck Whye,#02-83,680154
903,SG,SG,SOLOMON,FAN,University,M,22/9/1947,Married,1,96330808,63584211,Solomonfan903@Gmail.Com,HDB4,7 Rosewood Drive,#02-15,737937
904,SG,SG,SCARLET,FAN,Below Secondary,F,23/8/1974,Married,2,96330202,67719583,Scarletfan904@Gmail.Com,HDB3,Blk 803 King George's Avenue,#04-319,200803
905,SG,SG,JIAN HONG,TAN,Below Secondary,M,5/6/1959,Married,0,96330002,62951474,JianHongtan905@Gmail.Com,HDB5,Blk 29 Kelantan Road,#04-317,200029
906,SG,SG,WEI YANG,LEONG,Below Secondary,M,21/3/1972,Married,0,96329635,64845745,WeiYangleong906@Gmail.Com,HDB4,Blk 13 Holland Drive,#09-317,271013
907,SG,SG,WEI LIANG,LAM,Below Secondary,M,4/8/1969,Single,0,96328024,62145541,WeiLianglam907@Gmail.Com,HDB5,602  Hougang Ave 4,#09-243,530602
908,SG,SG,SUNNY,FAN,University,F,30/11/1972,Married,0,96323835,63841514,Sunnyfan908@Gmail.Com,HDB5,Blk 29 Kelantan Road,#09-317,200029
909,SG,SG,SUSAN,XU,Diploma,F,1/8/1986,Single,0,96322673,62147771,Susanxu909@Gmail.Com,HDB4,610 Senja Road,#02-28,670610
910,SG,SG,TAYLOR,CHIAM,University,M,14/6/1959,Single,0,96322493,62151151,Taylorchiam910@Gmail.Com,HDB4,577 Pasir Ris Street 53,#04-92,510577
911,SG,SG,VICTORIA,AW,Post Secondary,F,22/9/1980,Single,0,96319834,62318555,Victoriaaw911@Gmail.Com,HDB3,25 Telok Blangah Crescent,#07-75,90025
912,CN,PR,MAVIN,CHANG,Post Secondary,M,3/10/1989,Single,0,96317477,62749554,Mavinchang912@Gmail.Com,HDB4,8 Jalan Kukoh,#13-37,162008
913,SG,SG,VIVIAN,FAN,University,F,11/4/1980,Married,4,96315569,65822145,Vivianfan913@Gmail.Com,HDB4,517D Jurong West Street 52,#15-473,644517
914,SG,SG,WENDY,CHAN,Post Secondary,F,26/1/1991,Married,4,96312172,62338994,Wendychan914@Gmail.Com,HDB4,180A Boon Lay Drive,#08-364,641180
915,MY,PR,LELA,SAINI,Diploma,F,21/1/1954,Divorced,0,96309986,62284914,Lelasaini915@Gmail.Com,HDB5,857  Jurong West Street 81,#06-552,640857
916,SG,SG,WINNY,CHAN,Below Secondary,F,6/12/1976,Single,0,96307521,62314995,Winnychan916@Gmail.Com,HDB3,109 Bedok North Road,#06-2294,460109
917,SG,SG,DARREN,LOH,Secondary,M,17/1/1979,Married,0,96305629,62495111,Darrenloh917@Gmail.Com,SDH,41 Gentle Drive,,309244
918,SG,SG,ALEX,LOW,Secondary,M,6/4/1969,Single,0,96299822,64245185,Alexlow918@Gmail.Com,HDB3,385 Tampines Street 32,#09-55,520385
919,ID,PR,YULIANA,BUDIONO,Below Secondary,F,14/2/1982,Single,0,96299582,62464867,Yulianabudiono919@Gmail.Com,HDB4,149 Rivervale Crescent,#16-60,540149
920,SG,SG,AH KUM,CHAN,Diploma,M,22/7/1959,Single,0,96297589,62424844,AhKumchan920@Gmail.Com,HDB4,164 Gangsa Road,#11-82,670164
921,SG,SG,AH KOW,TUNG,Below Secondary,M,26/1/1947,Divorced,0,96291736,62589894,AhKowtung921@Gmail.Com,HDB4,573 Pasir Ris Street 53,#05-155,510573
922,SG,SG,KHIM HWA,CHONG,Post Secondary,M,8/12/1954,Single,0,96285814,62217710,KhimHwachong922@Gmail.Com,HDB4,136 Serangoon North Avenue 2,#03-50,550136
923,SG,SG,JIAN HONG,NGIAM,University,M,26/3/1989,Single,0,96281515,62445444,JianHongngiam923@Gmail.Com,HDB4,989B Jurong West Street 93,#07-703,642989
924,SG,SG,ZHI MING,KANG,University,M,13/7/1982,Single,0,96253143,62210511,ZhiMingkang924@Gmail.Com,HDB4,656D  Jurong West Street 61,#15-329,644656
925,SG,SG,EELIN,GOH,Below Secondary,F,6/3/1989,Single,0,96252778,63312515,Eelingoh925@Gmail.Com,HDB4,Blk 27 Balam Road,#07-305,370027
926,SG,SG,JOHN,NGO,Secondary,M,12/3/1959,Married,1,96250209,62571471,Johnngo926@Gmail.Com,HDB3,Blk 815 Jellicoe Road,#02-319,200815
927,SG,SG,JOSHUA,CHEW,Diploma,M,25/11/1984,Single,0,96248884,62459517,Joshuachew927@Gmail.Com,HDB5,225 Simei Street 4,#10-68,520225
928,SG,SG,AMANDA,CHEW,Post Secondary,F,15/2/1984,Single,0,96245887,62295147,Amandachew928@Gmail.Com,HDB4,426  Serangoon Avenue 1,#13-201,550426
929,HK,PR,HAN QIANG,XU,Secondary,M,15/10/1935,Widowed,0,96241018,62144108,HanQiangxu929@Gmail.Com,HDB3,11  Pine Close,#14-109,391011
930,SG,SG,AUDREY,TANG,Secondary,F,25/2/1964,Single,0,96232345,62195114,Audreytang930@Gmail.Com,HDB4,Blk 42A Sims Drive,#20-529,381042
931,SG,SG,JUN WEI,LEONG,Secondary,M,14/3/1974,Married,0,96230953,64885412,JunWeileong931@Gmail.Com,HDB4,103 Pasir Ris Street 12,#10-726,510103
932,MY,PR,PUTERI,PONNIAH,University,F,19/10/1980,Single,0,96214871,62194191,Puteriponniah932@Gmail.Com,SDH,101B Siglap Road,,455897
933,SG,SG,WEI JUN,FAN,Secondary,M,7/6/1974,Single,0,96212965,62847864,WeiJunfan933@Gmail.Com,TH,24 Jalan Remaja,,668683
934,SG,SG,KWANG YANG,HUIN,University,M,26/4/1956,Single,0,96203718,63525184,KwangYanghuin934@Gmail.Com,HDB3,73A Redhill Road,#20-36,151073
935,SG,SG,DOROTHY,ZENG,Post Secondary,F,28/9/1964,Single,0,96201113,63155424,Dorothyzeng935@Gmail.Com,HDB3,688B Woodland Drive 75,#03-28,732688
936,SG,SG,ELIZABETH,CHEW,Secondary,F,8/2/1964,Single,0,96176332,62512515,Elizabethchew936@Gmail.Com,HDB3,690B Choa Chu Kang Crescent,#24-94,682690
937,SG,SG,EMMA,CHEW,University,F,10/9/1981,Single,0,96169525,62488777,Emmachew937@Gmail.Com,HDB3,427 Serangoon Central,#13-300,550427
938,SG,SG,ERRICA,CHIA,University,F,4/5/1969,Married,3,96169472,62215154,Erricachia938@Gmail.Com,PC,Hillview Avenue,#11-522,679050
939,SG,SG,FAITH,LAI,Diploma,F,3/11/1981,Single,0,96167671,65211057,Faithlai939@Gmail.Com,HDB3,85C Lorong 4 Toa Payoh,#20-370,313085
940,SG,SG,GRACE,CHIA,Below Secondary,F,22/3/1982,Single,0,96166673,62932441,Gracechia940@Gmail.Com,HDB4,2 Haig Road,#09-507,430002
941,SG,SG,KENNY,NG,University,M,7/1/1990,Married,2,96162292,62318748,Kennyng941@Gmail.Com,HDB4,Blk 110 Lorong 1 Toa Payoh,#15-317,310110
942,SG,SG,JEANY,LOH,University,F,15/5/1956,Married,1,96162256,62181581,Jeanyloh942@Gmail.Com,HDB5,Blk 260 Kim Keat Avenue,#07-317,310260
943,HK,PR,HUI TING,DING,Below Secondary,F,29/9/1977,Single,0,96154369,62336593,HuiTingding943@Gmail.Com,HDB5,340  Choa Chu Kang Loop,#07-01,680340
944,SG,SG,JANE,CHIA,Secondary,F,23/1/1986,Single,0,96152869,62951204,Janechia944@Gmail.Com,HDB5,224A Compassvale Walk,#13-621,541224
945,SG,SG,JESSIE,NAH,Secondary,F,28/12/1959,Married,2,96149389,62489510,Jessienah945@Gmail.Com,HDB4,Blk 10 Gloucester Road,#08-317,210010
946,SG,SG,ALEXIS,CHUA,Below Secondary,M,10/8/1981,Single,0,96138836,62478455,Alexischua946@Gmail.Com,HDB4,209 Tampines Street 21,#07-1347,520209
947,SG,SG,NATASHA,PHUA,Below Secondary,F,4/6/1979,Married,0,96128551,62154008,Natashaphua947@Gmail.Com,SDH,22 University Walk,,297778
948,CN,PR,LINXIN,BAI,Post Secondary,F,27/12/1976,Single,0,96116681,62749922,Linxinbai948@Gmail.Com,HDB3,451 Fajar Road,#03-724,670451
949,SG,SG,CATHRYN,HO,Secondary,F,12/10/1959,Single,0,96111615,62584222,Cathrynho949@Gmail.Com,HDB3,224 Lorong 8 Toa Payoh,#09-765,310224
950,SG,SG,QIWEN,SENG,Below Secondary,F,4/6/1949,Widowed,0,96111172,62495201,Qiwenseng950@Gmail.Com,HDB3,157 Jalan Teck Whye,#02-115,680157
951,IN,PR,TAMANA,MANI,University,F,11/1/1988,Married,0,96105393,62992320,Tamanamani951@Gmail.Com,HDB3,687D Choa Chu Kang Drive,#18-278,684687
952,SG,SG,PEITING,CHU,Diploma,F,13/6/1976,Single,0,96103784,62488947,Peitingchu952@Gmail.Com,HDB3,458 Clementi Avenue 3,#06-584,120458
953,SG,SG,SHUTING,TEO,Secondary,F,24/5/1935,Widowed,0,96055189,62459544,Shutingteo953@Gmail.Com,HDB5,201 Petir Road,#04-691,670201
954,SG,SG,ZHI MING,PANG,Secondary,M,15/6/1949,Widowed,0,96029377,62425220,ZhiMingpang954@Gmail.Com,HDB4,612 Senja Road,#09-40,670612
955,SG,SG,EELIN,TANG,University,F,15/2/1986,Single,0,96020136,62487447,Eelintang955@Gmail.Com,HDB4,689B Choa Chu Kang Drive,#18-304,682689
956,SG,SG,JOHN,CHU,Diploma,M,18/5/1953,Divorced,1,96007927,63005181,Johnchu956@Gmail.Com,HDB5,Blk 30 Kelantan Road,#04-317,200030
957,SG,SG,JOSHUA,CHEW,Secondary,M,24/12/1954,Single,0,96000214,62195144,Joshuachew957@Gmail.Com,HDB4,148 Lorong 1 Toa Payoh,#01-927,310148
958,SG,SG,ARIAL,CHOO,Diploma,F,16/2/1951,Single,0,95808726,62204841,Arialchoo958@Gmail.Com,HDB5,159 Lorong 1 Toa Payoh,#12-1540,310159
959,SG,SG,AGNES,CAI,Post Secondary,F,24/5/1986,Single,0,95772789,62326959,Agnescai959@Gmail.Com,HDB4,19 Marsiling Lane,#03-313,730019
960,SG,SG,EILEEN,CHU,University,F,15/3/1964,Married,3,95740003,62484122,Eileenchu960@Gmail.Com,HDB4,278E Jurong West Street 24,#15-364,645278
961,MY,PR,LAILI,RUPALI,University,F,2/11/1989,Married,0,95735942,62110997,Lailirupali961@Gmail.Com,HDB4,2 Toh Yi Drive,#14-429,590002
962,SG,SG,ANGELA,CHONG,Diploma,F,5/4/1936,Widowed,0,95715731,62198884,Angelachong962@Gmail.Com,HDB4,552  Choa Chu Kang Street 52,#04-43,680552
963,SG,SG,ANGELINA,WEN,Diploma,F,25/1/1959,Single,0,95707098,62995444,Angelinawen963@Gmail.Com,HDB4,150  Tampines St 12,#07-44,521150
964,SG,SG,MIN CHUAN,CHONG,Secondary,M,27/7/1979,Married,0,95704813,62025151,MinChuanchong964@Gmail.Com,TH,31 Barker Road,,309907
965,SG,SG,ANNA,ONG,Below Secondary,F,23/6/1954,Divorced,0,95703143,62329563,Annaong965@Gmail.Com,HDB5,422 Serangoon Central,#03-360,550422
966,SG,SG,ASHER,NG,Below Secondary,M,28/2/1989,Single,0,95702934,62111887,Asherng966@Gmail.Com,HDB4,965 Hougang Avenue 9,#06-632,530965
967,SG,SG,AUDREY,LIU,Post Secondary,F,26/11/1969,Married,1,95687386,62515805,Audreyliu967@Gmail.Com,HDB4,735 Woodlands Circle,#03-499,730735
968,SG,SG,JUN WEI,CHONG,Below Secondary,M,24/8/1942,Widowed,1,95670478,62484100,JunWeichong968@Gmail.Com,HDB5,Blk 4A Jalan Batu,#08-305,432004
969,SG,SG,JUSTIN,QUEY,University,M,18/10/1960,Married,5,95661169,62215454,Justinquey969@Gmail.Com,HDB4,Blk 11 Farrer Park Road,#03-317,210011
970,SG,SG,WEI JUN,GOH,Post Secondary,M,19/10/1969,Married,0,95652274,63841514,WeiJungoh970@Gmail.Com,HDB5,Blk 29 Kelantan Road,#09-317,200029
971,SG,SG,CAROL,LOCK,University,F,20/8/1980,Single,0,95639728,62965777,Carollock971@Gmail.Com,HDB4,22 Telok Blangah Crescent,#14-65,90022
972,SG,SG,CHARLENE,CHEUNG,University,F,12/2/1978,Single,0,95636942,62195121,Charlenecheung972@Gmail.Com,HDB4,16 Teck Whye Lane,#05-103,680016
973,SG,SG,CHARLOTTE,HOH,Secondary,F,17/11/1964,Single,0,95636234,62249447,Charlottehoh973@Gmail.Com,HDB4,302 Jurong East Street 32,#04-10,600302
974,SG,SG,KWANG YANG,SIM,Diploma,M,18/12/1974,Single,0,95632778,62198447,KwangYangsim974@Gmail.Com,HDB3,235 Chua Chu Kang Central,#04-25,680235
975,SG,SG,CLARENCE,PAN,University,M,6/12/1969,Married,1,95619737,61251580,Clarencepan975@Gmail.Com,HDB4,285B Toh Guan Road,#13-429,602285
976,SG,SG,DAISY,PAN,Diploma,F,11/4/1962,Single,0,95619243,63952142,Daisypan976@Gmail.Com,HDB4,118B Jalan Membina,#10-127,162118
977,SG,SG,DAWN,TOH,Below Secondary,F,23/2/1949,Widowed,0,95618237,62445147,Dawntoh977@Gmail.Com,HDB4,123D Rivervale Drive,#07-165,544123
978,SG,SG,PAUL,LIU,Below Secondary,M,10/6/1969,Single,0,95608538,62154574,Paulliu978@Gmail.Com,HDB4,221 Ang Mo Kio Avenue 1,#10-757,560221
979,SG,SG,DOROTHY,PANG,Below Secondary,F,25/7/1949,Widowed,0,95607721,62951484,Dorothypang979@Gmail.Com,HDB5,487C Tampines Street 45,#05-113,522487
980,SG,SG,ELIZABETH,PAN,Post Secondary,F,1/11/1959,Single,0,95603063,62548141,Elizabethpan980@Gmail.Com,HDB4,172 Bishan Street 13,#04-77,570172
981,SG,SG,JAKE,CHU,Post Secondary,M,27/5/1969,Single,0,95595766,62025812,Jakechu981@Gmail.Com,HDB5,481 Sembawang Drive,#07-473,750481
982,SG,SG,ERRICA,GAN,Secondary,F,23/7/1990,Married,3,95560925,62365689,Erricagan982@Gmail.Com,AP,14 Paya Lebar Place,#16-487,536000
983,SG,SG,FAITH,CHEN,Secondary,F,6/4/1946,Divorced,1,95549579,62115154,Faithchen983@Gmail.Com,HDB4,719 Hougang Avenue 2,#12-321,530719
984,US,PR,JENIFER,MARTINEZ,Diploma,F,19/6/1986,Single,0,95544175,62319440,Jenifermartinez984@Gmail.Com,HDB4,101 Jalan Rajah,#02-08,321101
985,SG,SG,HARRY,PAN,University,M,15/1/1976,Single,0,95521212,62015134,Harrypan985@Gmail.Com,HDB5,52 Chai Chee Street,#02-322,460052
986,SG,SG,LYNDA,CHUA,Secondary,M,4/7/1975,Married,0,95516348,64242424,Lyndachua986@Gmail.Com,PC,Hillview Terrace,#06-70,669590
987,PH,PR,MALAYA,MAGWILL,Diploma,F,22/3/1935,Widowed,0,95514968,62258051,Malayamagwill987@Gmail.Com,HDB4,11 Lorong 8 Toa Payoh,#01-306,310011
988,SG,SG,GORDON,CHUA,Secondary,M,7/5/1949,Widowed,0,95510983,62012811,Gordonchua988@Gmail.Com,HDB4,Blk 10 Eunos Crescent,#17-305,400010
989,SG,SG,HELEN,SIM,Secondary,F,25/2/1968,Single,0,95507437,62151541,Helensim989@Gmail.Com,HDB4,202 Serangoon Central,#04-52,550202
990,IN,PR,GAJRUP,KARNIK,Diploma,M,18/6/1984,Single,0,95505546,62512089,Gajrupkarnik990@Gmail.Com,PC,50 Woodlands St 13,#02-06 Mar,738602
991,SG,SG,SCOTT,BAI,Below Secondary,M,7/7/1969,Single,0,95497537,62181458,Scottbai991@Gmail.Com,PC,70 Sophia Road,#05-582 CI,228153
992,SG,SG,JADE,CHUA,Secondary,F,12/2/1974,Single,0,95494508,62156147,Jadechua992@Gmail.Com,HDB3,302 Ang Mo Kio Avenue 3,#06-1870,560302
993,SG,SG,MARY,QUACK,Below Secondary,F,1/9/1973,Single,0,95488912,62329577,Maryquack993@Gmail.Com,PC,176A Orchad Road,#10-170 Ce,238844
994,SG,SG,SEAN,HO,Below Secondary,M,11/2/1954,Single,0,95466274,62129447,Seanho994@Gmail.Com,PC,31 Kim Keat Lane,#07-03 Cal,328882
995,SG,SG,JEAN,YONG,University,F,24/12/1978,Single,0,95448781,62124105,Jeanyong995@Gmail.Com,HDB4,175 Ang Mo Kio Avenue 4,#07-767,560175
996,SG,SG,JENNY,CHOW,Below Secondary,F,13/3/1957,Single,0,95402102,62294450,Jennychow996@Gmail.Com,PC,Jurong East Street 32,#04-452 Th,659801
997,SG,SG,JESSICA,KOH,Below Secondary,F,4/8/1954,Divorced,0,95393169,62495451,Jessicakoh997@Gmail.Com,HDB5,19 Jalan Tenteram,#10-144,321019
998,SG,SG,JOAN,TEO,Below Secondary,F,13/5/1949,Widowed,0,95393085,62284548,Joanteo998@Gmail.Com,HDB4,501 Bishan Street 11,#08-376,570501
999,SG,SG,JUDY,TUNG,Post Secondary,F,19/3/1941,Married,0,95389788,62294487,Judytung999@Gmail.Com,SDH,Cashew Link 2,,648200
1000,SG,SG,KATE,TUNG,Below Secondary,F,19/11/1944,Divorced,0,95387605,63154214,Katetung1000@Gmail.Com,HDB4,626 Pasir Ris Drive 3,#11-318,510626
1001,SG,SG,WAYNE,WONG,Below Secondary,M,10/6/1978,Single,0,95386299,62169994,Waynewong1001@Gmail.Com,HDB3,193 Edgefield Plains,#17-214,820193
1002,SG,SG,KATHERINE,BAI,Post Secondary,F,24/12/1964,Single,0,95383991,62248484,Katherinebai1002@Gmail.Com,HDB4,611 Ang Mo Kio Avenue 5,#11-2799,560611
1003,SG,SG,KIMBERLY,LIU,Post Secondary,F,4/4/1949,Widowed,0,95380527,62489174,Kimberlyliu1003@Gmail.Com,HDB4,304 Jurong East Street 32,#10-136,600304
1004,SG,SG,LUCAS,TUNG,Secondary,M,18/4/1945,Divorced,0,95380253,62595512,Lucastung1004@Gmail.Com,HDB5,201 Serangoon Central,#12-18,550201
1005,SG,SG,CHONG WEI,PAN,Diploma,M,22/6/1976,Single,0,95370009,62954423,ChongWeipan1005@Gmail.Com,HDB4,305A Anchorvale Link,#16-09,541305
1006,SG,SG,SHAO WEI,FWA,University,M,29/3/1980,Single,0,95350315,62487778,ShaoWeifwa1006@Gmail.Com,HDB5,166A Punggol Central,#07-129,821166
1007,SG,SG,RAY,CHIN,Below Secondary,M,3/10/1955,Single,0,95329629,62498477,Raychin1007@Gmail.Com,PC,4 Shan Road,#03-01 Le,328106
1008,SG,SG,LINSEY,TUNG,University,F,8/1/1988,Married,1,95325924,62295222,Linseytung1008@Gmail.Com,HDB4,307B Ang Mo Kio Avenue 1,#11-531,562307
1009,SG,SG,BING WEI,TUNG,Below Secondary,M,22/1/1935,Widowed,0,95323504,62985478,BingWeitung1009@Gmail.Com,HDB4,321B Anchorvale Drive,#04-202,542321
1010,PH,PR,LIWLIWA,GOMEZ,University,F,22/6/1969,Married,1,95322561,62440058,Liwliwagomez1010@Gmail.Com,HDB4,35 Kian Teck Way,#17-364,628752
1011,SG,SG,MANDY,HUIN,University,F,9/11/1974,Single,0,95316487,62595477,Mandyhuin1011@Gmail.Com,HDB5,662 Jalan Damai,#14-135,410662
1012,IN,PR,MADHULLA,BAHTT,Below Secondary,F,5/9/1982,Single,0,95311674,62441464,Madhullabahtt1012@Gmail.Com,HDB4,211 Pasir Ris Street 21,#07-238,510211
1013,SG,SG,WEI LOONG,TAN,Diploma,M,18/4/1976,Single,0,95305834,62322349,WeiLoongtan1013@Gmail.Com,HDB4,207B Compassvale Lane,#01-20,543207
1014,SG,SG,MEGAN,SIM,Below Secondary,F,20/6/1973,Single,0,95276376,62179497,Megansim1014@Gmail.Com,HDB4,690E Woodlands Drive,#13-206,735690
1015,SG,SG,QI EN,LAI,Below Secondary,F,3/9/1988,Single,0,95267457,62101814,QiEnlai1015@Gmail.Com,HDB4,715 Pasir Ris Street 72,#12-19,510715
1016,MY,PR,FAARA,PAROMITA,University,F,22/8/1981,Single,0,95259399,62699996,Faaraparomita1016@Gmail.Com,HDB3,353 Yishun Ring Road,#06-1756,760353
1017,IN,PR,TAJ,MANN,Secondary,M,8/5/1954,Divorced,0,95248955,63151545,Tajmann1017@Gmail.Com,HDB4,687A Choa Chu Kang Drive,#19-392,681687
1018,IN,PR,TAKSHA,LODI,Below Secondary,M,20/8/1991,Single,0,95248746,62329590,Takshalodi1018@Gmail.Com,HDB4,706 Hougang Ave 2,#09-183,530706
1019,SG,SG,WEI LE,YAP,University,M,25/12/1936,Widowed,0,95239913,62195477,WeiLeyap1019@Gmail.Com,HDB4,122 Mcnair Road,#10-53,320122
1020,CN,PR,NELSON,GU,University,M,4/7/1984,Married,0,95236426,62211557,Nelsongu1020@Gmail.Com,HDB4,Blk 16 Joo Seng Road,#14-468,360016
1021,SG,SG,SANDY,LIM,Post Secondary,F,31/1/1978,Single,0,95221566,62472041,Sandylim1021@Gmail.Com,HDB4,153 Lorong 2 Toa Payoh,#20-606,310153
1022,CN,PR,XIAOLING,DING,Diploma,F,27/12/1961,Married,1,95217907,64352967,Xiaolingding1022@Gmail.Com,PC,23 Palm Grove Avenue,#10-111 Pa,547315
1023,SG,SG,JIAN HONG,NAH,University,M,23/1/1972,Married,1,95199679,68584157,JianHongnah1023@Gmail.Com,SDH,Chestnut Gardens 2,,689102
1024,ID,PR,SOOKARNO,IRAWAN,Below Secondary,M,27/10/1982,Married,0,95198497,62326565,Sookarnoirawan1024@Gmail.Com,PC,61 Lorong Lew Lian,#06-48 Che,536491
1025,SG,SG,WEI LIANG,YEO,Below Secondary,M,24/11/1959,Single,0,95197987,62219410,WeiLiangyeo1025@Gmail.Com,HDB4,236  Choa Chu Kang Central,#11-43,680236
1026,SG,SG,WISLIE,LAI,University,M,13/12/1982,Married,0,95196753,62320113,Wislielai1026@Gmail.Com,PC,Serangoon Avenue 3,#03-189 Am,556127
1027,SG,SG,SUSAN,BAI,Below Secondary,F,20/12/1947,Divorced,0,95194872,63115158,Susanbai1027@Gmail.Com,HDB4,220 Pasir Ris Street 21,#08-180,510220
1028,MY,PR,AIMAN,BALA,Below Secondary,M,31/7/1982,Married,0,95194776,62329933,Aimanbala1028@Gmail.Com,PC,Serangoon Avenue 3,#02-189 Am,556127
1029,SG,SG,VICTORIA,TUNG,Below Secondary,F,6/5/1949,Widowed,0,95189422,62215810,Victoriatung1029@Gmail.Com,HDB4,291 Choa Chu Kang Avenue 3,#12-204,680291
1030,SG,SG,VIOLET,HAN,University,F,13/12/1969,Married,2,95188304,62122952,Violethan1030@Gmail.Com,HDB4,104C Ang Mo Kio Street 11,#12-458,562104
1031,SG,SG,VIVIAN,LI,Below Secondary,F,7/9/1956,Married,1,95180706,65545452,Vivianli1031@Gmail.Com,HDB3,616 Choa Chu Kang Street 62,#04-271,680616
1032,SG,SG,WENDY,NAH,University,F,21/4/1973,Married,4,95179381,63367238,Wendynah1032@Gmail.Com,HDB4,15 Hua Guan Crescent,#14-277,589038
1033,SG,SG,WHITNEY,NAH,Post Secondary,F,30/1/1986,Single,0,95179083,61251580,Whitneynah1033@Gmail.Com,PC,15 Hazel Park Condo,#06-696 Ha,678595
1034,MY,PR,ATIKAH,NANDY,Post Secondary,F,23/4/1974,Married,1,95176224,67884185,Atikahnandy1034@Gmail.Com,PC,Hillview Avenue,#05-30,669619
1035,SG,SG,DARREN,CHOO,Post Secondary,M,9/9/1964,Single,0,95175135,62329544,Darrenchoo1035@Gmail.Com,EC,30 Tanah Merah Kechil Road,#04-23,465558
1036,ID,PR,RATNA,SUSANTO,Below Secondary,F,9/2/1980,Single,0,95173773,62324771,Ratnasusanto1036@Gmail.Com,HDB5,159 Woodlands Street 13,#12-675,730159
1037,MY,PR,MUHAMMAH,MONOMOHINI,Below Secondary,M,23/11/1991,Single,0,95162987,62398800,Muhammahmonomohini1037@Gmail.C,HDB5,785  Yishun Avenue 2,#09-1505,760785
1038,ID,PR,SOOHENDRA,INDRADJAJA,University,M,1/4/1974,Single,0,95162717,62324788,Soohendraindradjaja1038@Gmail.,HDB4,393 Yishun Ave 6,#08-1102,760393
